,jgebbia,georgesoros,historydefined,neuralink,beeple,Grimezsz,thesheetztweetz,elonmusk
2145,Jessica Hische is giving a Design Talk at Airbnb next week! RSVP: https://t.co/nqxLawH53f @airbnb @jessicahische,,"Amazing detail on this marble sculpture. The Veiled Truth by Antonio Corradini, 1752. https://t.co/hwOhxk0vCq",,,@iamvulnicura @YTSTLabs just noticed they did the soundtrack to a game I just got so I'm stoked as fuck,"@JimBridenstine @DittmarML @Hickenlooper @SenLummis .@SenatorCantwell says she is ""trying to use"" this hearing to w… https://t.co/8ubrEHyXVi",
2146,"Story of Shelley, an Airbnb host in NYC: http://t.co/8yyTf0w587 #courage",,A WWI Red Cross nurse with a rescue dog. The dog was trained to locate the wounded on the battlefield and bark to c… https://t.co/jewXdzXBCB,,,Man.. i always forget that @YTSTLabs r the best band going  https://t.co/46BfOl7GS5 ..... https://t.co/bqwLnBSwmp  utterly unrivaled quality,"@JimBridenstine @DittmarML @Hickenlooper @SenLummis Dittmar, in response to what happens if the ISS retires before… https://t.co/Vt7va4hQq7",
2147,RT @aloeblacc: Thank you #Berlin for making us feel like we can #BelongAnywhere. #AirBnB was like home away from home. http://t.co/TylhPBLt…,,"Rock Crystal Ewer, c. 909 CE, Fatimid Egypt. This is one of seven left in the world. https://t.co/o9cIzbtq6f",,,ahg reposting cuz wrong tag... what i meant to saw was :catch ancient grimes tune in  @AHSFX trailer for new season! https://t.co/cmVKPSM7lG,@JimBridenstine @DittmarML @Hickenlooper @SenLummis Asked how Congress can support NASA's international partnership… https://t.co/hrwHOsLeNW,
2148,Host on Airbnb? We're holding a conference just for you. Airbnb Open 2014: http://t.co/dcKzt72Cu1,,"A swimmobile in New York City, 1960 https://t.co/3NsV9vsTIf",,,@skinnytropics @HorrorTVF @AHSFX oh is that the official page? argh maybe i should re post hm hm,"@JimBridenstine @DittmarML @Hickenlooper @SenLummis Sanders says the U.S. lacks a ""comprehensive regulatory framewo… https://t.co/FY8FNTzCmj",
2149,@arnettwill many thanks for the bday wishes video last month! It's been fun getting mistaken for you given our dangerous good looks,,"Battleship USS Iowa (BB-61) firing her 16-inch primary guns during a drill in the Pacific Ocean, 1944. https://t.co/4DSMec5ese",,,https://t.co/cmVKPSM7lG   omg okg kmg @HorrorTVF used my song in the trailer for the new season!  🖤🕷🦇👁👁👁😛👁👁👁,"@JimBridenstine @DittmarML @Hickenlooper @SenLummis Sanders: NASA ""must determine how to exercise appropriate accou… https://t.co/5va8wsStjR",
2150,"Wow, here's to @_vatler taking off. http://t.co/2fDMTcxrdf",,"""West Wind"" by the 19th-century sculptor Thomas Ridgeway Gould. https://t.co/QoFJJHvKCi",,,RT @JanelleMonae: WE SEE YOU BOSTON. LOVE. THANK YOU. 🙏🏿❤️ https://t.co/TtD3w4O55F,"@JimBridenstine @DittmarML @Hickenlooper @SenLummis Sanders: ""NASA has been gradually and tactfully and successfull… https://t.co/FZ0FrjDr5A",
2151,At the hackathon seeing some amazing innovation from the airbNb team! #grammairbnb,,A crewman on a British airship prepares to drop a bomb from the rear cockpit during WWI. https://t.co/WzScKQLNsJ,,,buy black ken on itunes! @LILBTHEBASEDGOD wrote and produced this whole album by himself.  seriously amazing accomplishment ☄️,"@JimBridenstine @DittmarML @Hickenlooper @SenLummis Gold: ""The countries and companies that master on-orbit servici… https://t.co/PriWE7iOwO",
2152,@johndoerr thanks for the chat this morning!,,"Amazingly detailed horse head from the Assyrian 'Royal Lion Hunt' relief.  645-635 BCE, North Palace, Nineveh. https://t.co/m4YFpBkqqq",,,@wesout @HANAtruly 🖤🖤👁🖤👁🖤👁🖤🖤🖤🖤,@JimBridenstine @DittmarML @Hickenlooper @SenLummis Here are copies of the written testimonies of each witness in t… https://t.co/tFiFJLHmZ1,
2153,RT @swissmiss: There's a (creative) solution to every problem.,,"Hegra, or Mada’in Salih is an archaeological site within Al Madinah Region in Hejaz, Saudi Arabia. A majority of th… https://t.co/zYVQKuA1zT",,,@wesout @HANAtruly love these drums! video colours are rad what did u edit with?,"@JimBridenstine @DittmarML @Hickenlooper @SenLummis Gold: ""The International Space Station continues to represent t… https://t.co/ah7JKJAl8k",
2154,"Love this! ""Zubehaus: A home popping with color in Sparrow Bush"" @airbnb #Travel https://t.co/aYufKhMoPK @youngbradford",,"Christ as a Warrior. Ego Sum Via, Veritas Et Vita, 425 CE. Archbishop's Chapel, Ravenna, Italy. https://t.co/484eOCeBDt",,,@HANAtruly calamity gannon boycotts bannon,@JimBridenstine @DittmarML @Hickenlooper @SenLummis Gold opens by noting that he's speaking both personally and beh… https://t.co/zYSa4XGCxe,
2155,RT @helena: Wow. This is how you do customer service. So impressed. cc @airbnb http://t.co/0zrI3mo9YA,,"RT @fakehistoryhunt: Just saw this being shared, it's iffy in more ways than one, so here's a bit more info.

This is the Sebara Dildiy (wh…",,,"@jimmyurine nah nestle is a scourge upon this planet, if they suffer at the hands of atari it will be good for amer… https://t.co/4LokPoV286","@JimBridenstine @DittmarML @Hickenlooper @SenLummis Dittmar notes that NASA's COTS program was successful, but says… https://t.co/nvdWiVj5VH",
2156,"RT @earthquakeBot: A 6.1 magnitude earthquake occurred 3.73mi WSW of American Canyon, California. Details: http://t.co/KxYCQ9kVV9 Map: http…",,Christopher Reeve as Superman at a photo booth. https://t.co/t4x4Xfa3b6,,,@elite_gz or just get the survive style 5 plus one that tries to kill u,"@JimBridenstine @DittmarML @Hickenlooper @SenLummis Dittmar next up, saying that ""if the United States does not act… https://t.co/B6sgSPMAwe",
2157,Minimal printer  http://t.co/6PeNMsGAir,,Võ Thi Thang smiling at the camera after being sentenced to 20 years in a labor camp by the South Vietnamese govern… https://t.co/QB5lwqiNvF,,,RT @JanelleMonae: PASS THIS THREAD ON. WE MUST EXPOSE THESE DOMESTIC TERRORISTS and know who they are. https://t.co/9VQdTqmCAc,"@JimBridenstine @DittmarML @Hickenlooper @SenLummis Bridenstine ends by saying ""I think it's important to have two… https://t.co/PlJJiJ88kc",
2158,Congrats to my friend Sarah and her new venture: Happily - Free Wedding Planning Tool https://t.co/2IKCNYCr10 #happilywedding,,"Believed to be 11,000 years old, Karahantepe, Near Göbeklitepe. It was found this month. https://t.co/r6GgdlRXhy",,,@tatianamaslany omg yes!,@JimBridenstine @DittmarML @Hickenlooper @SenLummis Bridenstine highlights Rwanda's recent filing for a staggering… https://t.co/24YSUixVR0,
2159,Sanghyeok Bang  http://t.co/0Q1NnXXCrW,,"“Sammy”, the mascot of the Northumberland Fusiliers in WWI, ca. 1915 https://t.co/p4GJreaSgQ",,,RT @JuliusGoat: Imagine if these people ever faced actual oppression. https://t.co/dhPCbtfEjO,"@JimBridenstine @DittmarML @Hickenlooper @SenLummis Bridenstine: Space debris are ""a big problem and it's an even b… https://t.co/o3IOvDIigm",
2160,Reactive Particle System  http://t.co/hb1H9puLej,,"The Artemesian Bronze, a statue of Zeus or Poseidon recovered from a Roman Shipwreck in 1923. https://t.co/AoAFdF2hWO",,,"RT @ava: ""The truth is: we are living at this time. And we are tolerating it."" #Charlottesville https://t.co/U4qBQl93qV",@JimBridenstine @DittmarML @Hickenlooper @SenLummis Bridenstine's testimony first up (with Mountain Dew front and c… https://t.co/RkFYf6E9qF,
2161,"RT @StephenAtHome: My guest tonight is Brian Chesky, the co-founder of Airbnb. For $45/night, you can stay in the remaining 2 spare charact…",,"A statue probably representing the Ptolemaic Queen Cleopatra III, 142-101 BCE, in the sunken city of Thonis, Heracl… https://t.co/jVNZ8zn5Mr",,,"RT @BreeNewsome: Can you imagine Black people protesting racism with an armed militia and there not being police tanks in the street? 

Rig…",@JimBridenstine @DittmarML @Hickenlooper Both Sen. Hickenlooper and @SenLummis highlighting the recent hypersonic F… https://t.co/3F8B8m0tW5,
2162,"RT @jornvandijk: Here’s the official @framerjs blog with news, examples, articles and release notes – http://t.co/ZYUw4zAdqO http://t.co/8F…",,"Moses - Michelangelo, 1513-16 (Photo by Luca Volpi) https://t.co/NqyV63DgmN",,,@elite_gz who is exile greatsword w a quality build?,@JimBridenstine @DittmarML Subcommittee chair Sen. @Hickenlooper brings the hearing to order.,
2163,Portland legalizes Airbnb-style short-term rentals http://t.co/EPvCNqIaqL @oregonian #CommunityFTW,,"The National Library of Austria, in Hofburg Palace, was constructed in the 18th century &amp; contains 7.4 million books https://t.co/BetOSPYeGI",,,@schmaalz this rocks!  r u guys going to watch the upcoming eclipse in portland ?  tell her hi from me ^_^,"The Senate's Space subcommitee is holding a hearing on NASA, with witnesses:

– Former NASA admin. @JimBridenstine… https://t.co/b5J9ITYW5Y",
2164,You won't believe these super-luxe pads on Airbnb http://t.co/JHoUBHjC8H via @MetroUK,,"Mummified head of a stork. Egypt, 664-332 BCE https://t.co/c0md1QZtha",,,@futurezjazz bodak yellow by cardi b,RT @SpaceflightNow: South Korea’s first domestically produced satellite launcher failed to reach orbit on its inaugural test flight Thursda…,
2165,Airbnb hosts and the @whitehouse to help cities with emergency preparedness: https://t.co/Il3JMuJOl5 #boom #goteam,,"RT @Cihancansezgin: Phanar Greek Orthodox College &amp; The Church of Saint Mary of the Mongols. Istanbul, Turkey. https://t.co/5et01iwK15",,,@cucetaloca i'm wrecked over the sand snakes,"The expansion is separate from the ""mega manufacturing facility"" that York announced earlier this year, which York… https://t.co/SQ530v91rK",
2166,Airbnb says Portland hosts could provide emergency housing in a disaster http://t.co/xSDpCQQC7d via @oregonian,,RT @Cihancansezgin: The Column of Constantine (Turkish: Çemberlitaş Sütunu; Greek: Στήλη του Κωνσταντίνου Α΄; Latin: Columna Constantini) i…,,,@rafzsz won't be able to finish the book until i'm old cuz the data gathering is intensive.  songs r going very wel… https://t.co/ke4DyWT6WZ,"York Space is completing work on an expansion facility in Denver that it expects to be operational by December, add… https://t.co/t4yyt8n6QY",
2167,"RT @bobulate: Introducing NPR One, a new way to listen. An infinite stream of public radio news + stories curated for you: http://t.co/i5GR…",,"Alfred Hitchcock impersonating Ringo Starr, 1964. https://t.co/2WjCH8I1pK",,,"@wesout what can i say about brazil? i'm obsessed w capoeira lately, the origin story of the form is truly incredible.  how r u?","For comparison, that makes Starlab about a third of the pressurized volume of the International Space Station.
https://t.co/5Ac5J969Am",
2168,RT @Airbnb: We've launched a new set of tools for business travelers to plan trips &amp; manage expenses: http://t.co/kkLvfb3LL9 http://t.co/4h…,,Bathroom designs of the 1920s. https://t.co/ppLVYM2v09,,,@LeftrightArchi yeah! already recorded a top secret track w one of my favourite artists,"Nanoracks says Starlab will go up on a single launch and can be continuously crewed by 4 astronauts.

Volume: 340 c… https://t.co/sUZEZDW5N3",
2169,RT @brianp: Amazing view from our @Airbnb! Peaceful St. Germain morning after a nights rain. Thanks @bchesky @jgebbia @nathanblec http://t.…,,Exposition Universelle de Paris 1889 https://t.co/3rp5VyMBFo,,,@VCRisDaBoom i might twitch hellblade!,"@jeffmanber Lockheed Martin VP @LisaBCallahan: ""We have invested significantly in habitat technology which enables… https://t.co/4rnRhNlgZV",
2170,"Airbnb might finance retirement, Bank of America's Merrill Lynch tells clients http://t.co/ub6rVa0tw5 via @SFBusinessTimes",,"Roman-style lead pipes in Bath, England dating to thee 1st - 2nd century CE. Some of the pipes are still used today. https://t.co/7lBSBoPojN",,,@MatthewStreacke yeah hahaha,"Nanoracks CEO @jeffmanber: ""Our team has spent the last decade learning the business of space stations, understandi… https://t.co/Jve9ZDh8cX",
2171,The Bélo Report: an infographic on the new Airbnb symbol - http://t.co/Z4RhloepLa via @airbnb,,"Built around 2500 BCE, Mohen jo daro in Sindh, Pakistan was one of the largest settlements of ancient Indus Valley… https://t.co/uz270FvNuq",,,@DenaliHusky12 nevaaaaaa ! prepare to lose! #teammayo,"Nanoracks, Voyager Space, and Lockheed Martin form a team to develop a free-flying private space station called Sta… https://t.co/BcDXbNB1R4",
2172,@KimChappellABC it works i swear,,David Attenborough entertains Prince Charles and Princess Anne with a cockatoo. 1958 https://t.co/bcP1I96EcC,,,@d1amonddogs no -_-,"While the proceeding is sealed, in the meantime you can read Blue Origin's redacted lawsuit: https://t.co/D2pwvFuRYm",
2173,"RT @CookingChannel: Join @MChammer's journey to find faith &amp; food. Holy &amp; Hungry premieres tonight, 10:30|9:30c: http://t.co/Rj5pHg7HPY htt…",,"1st Field Company Engineers, Mema Camp, Egypt 1914. https://t.co/oLxcMt6YzM",,,"@honeyeroine seems like a land that produces many great artists and fighters, and also there r some v cool environmental start ups there","A big space industry day in the DC courts: 

The U.S. Federal Court of Claims will hear oral arguments this morning… https://t.co/6gSgowMTI1",
2174,RT @gintz: “11 Things You Can See in the New Airbnb Logo” by @porcelainkid https://t.co/M3ZeiQpTT3,,"Chrysler Building, NYC. https://t.co/pm2mBYXPYY",,,@MillioKabillio marina is a beast ! i love marina i think i just identify more w pearl,"The FAA says tonight's public hearing has run out of time, and urges those who didn't speak to submit their comments via email.",
2175,Nenita shares her story. #BelongAnywhere  https://t.co/9A4gDeFuJj,,"Fire-flame Cooking Vessel, c. 2500 BCE. Japan, Jōmon period. https://t.co/FYSQUxfWcC",,,@circumxmbient 🖤🖤,"63–Richard Harrell, the final speaker, says ""I believe what they're doing in the end will benefit all.""

""In the ev… https://t.co/MSEiht37HY",
2176,Drawing a Foregone Conclusion: A Measured Defense of Airbnb's New Logo http://t.co/OVaK8NIevB via @Core77,,"A photo of an engineer wiring an early IBM computer, 1958 by Berenice Abbott. https://t.co/dmBXw6TDfS",,,@MechaAO i've considered this,"62–Melissa Martinez of Houston, with family in Brownsville, says ""this will be historical"" because ""this is the leg… https://t.co/vXh2PPDoli",
2177,My symbol tells my story. #BelongAnywhere  https://t.co/xovgmvTEU5,,"Built in the 1240s, Castel del Monte (Italian for ""Castle of the Mountain"") is a 13th-century citadel and castle si… https://t.co/c4dBDDKmKi",,,@AlienBaby_ its a rly fun nintendo game where u play a paint shooting squid hosted by a weird electropop duo,61–Stanley Nate supports SpaceX.,
2178,@EnriqueAllen @designairs Thanks!,,WWI front-line defense against gas attack https://t.co/nQq8BpoozB,,,@rafzsz good! how r u?,"60–Ernesto Lopez says he owns a local business that grew from 3 people to 50 team people.

Adds that ""we have seen… https://t.co/LvtJPDRw72",
2179,@FictiveCameron @designairs Thanks Cameron!,,"Medusa - Gian Lorenzo Bernini, 1630 https://t.co/xv9y2lUShb",,,tweeting my support for Team Mayo (team veganaise in my mind) in this weekends splatfest.  can't shake my love for… https://t.co/Akq57bAqVl,"59–Craig Casper of South Padre Island says SpaceX's operations are ""criminal"" and alleges the FAA is ""facilitating… https://t.co/Kuw2D6RH9M",
2180,@yvesbehar @Airbnb @bchesky @Dezeen Thanks Yves!,,The Hindenburg above New York City. https://t.co/UoNn5B0cvf,,,@beckycloonan @misscecil @kittycoffee dude! just finished ! such a unique story and the covers r so psychedelic and cool,58–Ian Williams supports SpaceX.,
2181,Airbnb's New Logo is an Absolute Home Run http://t.co/Zi7jy4Pejh via @Core77,,"Gerhard Emmoser, Celestial globe with clockwork, 1579, The MET https://t.co/lGbTj4pAQp",,,RT @timlampe: I think about this everyday https://t.co/HJomgFusuu,"57–Mark Fowler says ""this is a huge opportunity for the area and for the ecosystem.""",
